,Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Day,DayOfWeek,Lag_1,Lag_2,Lag_3,Rolling_Mean_3,Rolling_Std_3,IsSuperBowl,IsLaborDay,IsThanksgiving,IsChristmas
3549,25,2012-05-04,696421.72,0,58.76,3.951,214.4771081,7.139,2012,5,18,4,4,655157.32,661566.48,658691.56,658471.786666667,3210.2271296167382,0,0,0,0
3550,25,2012-05-11,739866.16,0,59.21,3.889,214.5319099,7.139,2012,5,19,11,4,696421.72,655157.32,661566.48,671048.506666667,22206.289629945815,0,0,0,0
3551,25,2012-05-18,717207.19,0,58.21,3.848,214.5485571,7.139,2012,5,20,18,4,739866.16,696421.72,655157.32,697148.4000000003,42359.095143913444,0,0,0,0
3552,25,2012-05-25,783371.02,0,67.69,3.798,214.5499425,7.139,2012,5,21,25,4,717207.19,739866.16,696421.72,717831.6900000003,21728.95169867471,0,0,0,0
3553,25,2012-06-01,694765.95,0,69.54,3.742,214.5513278,7.139,2012,6,22,1,4,783371.02,717207.19,739866.16,746814.7900000004,33624.77798040736,0,0,0,0
3554,25,2012-06-08,730254.19,0,58.48,3.689,214.5527132,7.139,2012,6,23,8,4,694765.95,783371.02,717207.19,731781.3866666671,46065.388458064226,0,0,0,0
3555,25,2012-06-15,753860.89,0,68.34,3.62,214.5653243,7.139,2012,6,24,15,4,730254.19,694765.95,783371.02,736130.3866666671,44593.8546537778,0,0,0,0
3556,25,2012-06-22,721601.9,0,73.52,3.564,214.606,7.139,2012,6,25,22,4,753860.89,730254.19,694765.95,726293.6766666669,29745.877576662257,0,0,0,0
3557,25,2012-06-29,718890.81,0,69.84,3.506,214.6466757,7.139,2012,6,26,29,4,721601.9,753860.89,730254.19,735238.9933333336,16697.20956226159,0,0,0,0
3558,25,2012-07-06,753385.55,0,75.52,3.475,214.6873514,7.28,2012,7,27,6,4,718890.81,721601.9,753860.89,731451.2000000003,19454.643576180682,0,0,0,0
3559,25,2012-07-13,714093.95,0,73.87,3.523,214.728027,7.28,2012,7,28,13,4,753385.55,718890.81,721601.9,731292.7533333335,19180.882426785418,0,0,0,0
3560,25,2012-07-20,685676.58,0,74.32,3.567,214.7331351,7.28,2012,7,29,20,4,714093.95,753385.55,718890.81,728790.1033333336,21434.888943535985,0,0,0,0
3561,25,2012-07-27,659109.53,0,72.98,3.647,214.7382432,7.28,2012,7,30,27,4,685676.58,714093.95,753385.55,717718.6933333337,33999.709231066445,0,0,0,0
3562,25,2012-08-03,709724.6,0,72.08,3.654,214.7433514,7.28,2012,8,31,3,4,659109.53,685676.58,714093.95,686293.3533333336,27497.398380587652,0,0,0,0
3563,25,2012-08-10,710496.97,0,71.93,3.722,214.7484595,7.28,2012,8,32,10,4,709724.6,659109.53,685676.58,684836.9033333337,25317.980181341056,0,0,0,0
3564,25,2012-08-17,728467.72,0,66.99,3.807,214.825578,7.28,2012,8,33,17,4,710496.97,709724.6,659109.53,693110.3666666669,29448.120642703125,0,0,0,0
3565,25,2012-08-24,756527.64,0,64.53,3.834,214.9567044,7.28,2012,8,34,24,4,728467.72,710496.97,709724.6,716229.7633333337,10605.414956195571,0,0,0,0
3566,25,2012-08-31,714828.73,0,68.55,3.867,215.0878309,7.28,2012,8,35,31,4,756527.64,728467.72,710496.97,731830.776666667,23198.884839077087,0,0,0,0
3567,25,2012-09-07,671482.9,1,72.79,3.911,215.2189573,7.28,2012,9,36,7,4,714828.73,756527.64,728467.72,733274.6966666669,21260.998149417395,0,0,0,0
3568,25,2012-09-14,657241.63,0,60.9,3.948,215.3583757,7.28,2012,9,37,14,4,671482.9,714828.73,756527.64,714279.756666667,42525.02768035473,0,0,0,0
3569,25,2012-09-21,664745.2,0,57.6,4.038,215.5475459,7.28,2012,9,38,21,4,657241.63,671482.9,714828.73,681184.4200000003,29994.301781230206,0,0,0,0
3570,25,2012-09-28,683300.84,0,54.52,3.997,215.7367162,7.28,2012,9,39,28,4,664745.2,657241.63,671482.9,664489.9100000003,7124.066433566444,0,0,0,0
3571,25,2012-10-05,699536.73,0,57.58,3.985,215.9258865,7.293,2012,10,40,5,4,683300.84,664745.2,657241.63,668429.2233333336,13414.530457862322,0,0,0,0
3572,25,2012-10-12,697317.41,0,43.74,4.0,216.1150568,7.293,2012,10,41,12,4,699536.73,683300.84,664745.2,682527.5900000003,17408.649477063962,0,0,0,0
3573,25,2012-10-19,685531.85,0,51.93,3.969,216.1464699,7.293,2012,10,42,19,4,697317.41,699536.73,683300.84,693384.9933333336,8803.349172966875,0,0,0,0
3574,25,2012-10-26,688940.94,0,56.69,3.882,216.1515902,7.293,2012,10,43,26,4,685531.85,697317.41,699536.73,694128.6633333337,7527.29997672873,0,0,0,0
3575,26,2010-02-05,1034119.21,0,9.55,2.788,131.5279032,8.488,2010,2,5,5,4,688940.94,685531.85,697317.41,690596.7333333336,6064.7419407950565,0,0,0,0
3576,26,2010-02-12,1015684.09,1,18.14,2.771,131.5866129,8.488,2010,2,6,12,4,1034119.21,688940.94,685531.85,802864.0000000003,200280.14027299517,1,0,0,0
3577,26,2010-02-19,999348.55,0,22.62,2.747,131.637,8.488,2010,2,7,19,4,1015684.09,1034119.21,688940.94,912914.7466666669,194185.89796101238,0,0,0,0
3578,26,2010-02-26,855385.01,0,27.32,2.753,131.686,8.488,2010,2,8,26,4,999348.55,1015684.09,1034119.21,1016383.9500000003,17395.89182032278,0,0,0,0
3579,26,2010-03-05,1005669.58,0,28.6,2.766,131.735,8.488,2010,3,9,5,4,855385.01,999348.55,1015684.09,956805.8833333337,88212.00387445594,0,0,0,0
3580,26,2010-03-12,963382.09,0,31.1,2.805,131.784,8.488,2010,3,10,12,4,1005669.58,855385.01,999348.55,953467.7133333337,85000.89043620898,0,0,0,0
3581,26,2010-03-19,903366.55,0,35.34,2.834,131.8242903,8.488,2010,3,11,19,4,963382.09,1005669.58,855385.01,941478.8933333335,77499.5194384305,0,0,0,0
3582,26,2010-03-26,893613.0,0,35.26,2.831,131.863129,8.488,2010,3,12,26,4,903366.55,963382.09,1005669.58,957472.7400000003,51406.884751598955,0,0,0,0
3583,26,2010-04-02,1029849.2,0,36.53,2.826,131.9019677,8.512,2010,4,13,2,4,893613.0,903366.55,963382.09,920120.546666667,37781.65934802165,0,0,0,0
3584,26,2010-04-09,1022293.81,0,50.13,2.849,131.9408065,8.512,2010,4,14,9,4,1029849.2,893613.0,903366.55,942276.2500000003,75997.03358144916,0,0,0,0
3585,26,2010-04-16,905548.38,0,36.6,2.885,131.9809,8.512,2010,4,15,16,4,1022293.81,1029849.2,893613.0,981918.6700000003,76568.20159260777,0,0,0,0
3586,26,2010-04-23,881930.87,0,39.68,2.895,132.0226667,8.512,2010,4,16,23,4,905548.38,1022293.81,1029849.2,985897.1300000002,69686.52810577047,0,0,0,0
3587,26,2010-04-30,904503.85,0,40.56,2.935,132.0644333,8.512,2010,4,17,30,4,881930.87,905548.38,1022293.81,936591.0200000004,75154.3269212802,0,0,0,0
3588,26,2010-05-07,1074479.73,0,54.72,2.981,132.1062,8.512,2010,5,18,7,4,904503.85,881930.87,905548.38,897327.7000000003,13344.269978921659,0,0,0,0
3589,26,2010-05-14,972663.59,0,39.08,2.983,132.152129,8.512,2010,5,19,14,4,1074479.73,904503.85,881930.87,953638.1500000004,105258.73098795438,0,0,0,0
3590,26,2010-05-21,986765.01,0,50.81,2.961,132.2230323,8.512,2010,5,20,21,4,972663.59,1074479.73,904503.85,983882.3900000002,85541.48730601455,0,0,0,0
3591,26,2010-05-28,1069851.59,0,61.65,2.906,132.2939355,8.512,2010,5,21,28,4,986765.01,972663.59,1074479.73,1011302.776666667,55165.27971348053,0,0,0,0
3592,26,2010-06-04,1003202.66,0,58.46,2.857,132.3648387,8.512,2010,6,22,4,4,1069851.59,986765.01,972663.59,1009760.0633333336,52516.24695608957,0,0,0,0
3593,26,2010-06-11,1073862.59,0,51.62,2.83,132.4357419,8.512,2010,6,23,11,4,1003202.66,1069851.59,986765.01,1019939.7533333338,43999.348449280995,0,0,0,0
3594,26,2010-06-18,1001286.67,0,53.62,2.805,132.4733333,8.512,2010,6,24,18,4,1073862.59,1003202.66,1069851.59,1048972.2800000003,39688.35618236463,0,0,0,0
3595,26,2010-06-25,976242.09,0,63.78,2.81,132.4976,8.512,2010,6,25,25,4,1001286.67,1073862.59,1003202.66,1026117.306666667,41359.72455004623,0,0,0,0
3596,26,2010-07-02,1078455.48,0,58.9,2.815,132.5218667,8.445,2010,7,26,2,4,976242.09,1001286.67,1073862.59,1017130.4500000002,50702.164929906816,0,0,0,0
3597,26,2010-07-09,1122356.53,0,71.08,2.806,132.5461333,8.445,2010,7,27,9,4,1078455.48,976242.09,1001286.67,1018661.4133333337,53275.75014251856,0,0,0,0
3598,26,2010-07-16,1028151.72,0,67.66,2.796,132.5667742,8.445,2010,7,28,16,4,1122356.53,1078455.48,976242.09,1059018.0333333337,74971.44885766685,0,0,0,0
3599,26,2010-07-23,971615.62,0,65.4,2.784,132.5825806,8.445,2010,7,29,23,4,1028151.72,1122356.53,1078455.48,1076321.2433333334,47138.65485347838,0,0,0,0
3600,26,2010-07-30,1005324.28,0,63.79,2.792,132.5983871,8.445,2010,7,30,30,4,971615.62,1028151.72,1122356.53,1040707.956666667,76150.83582160578,0,0,0,0
3601,26,2010-08-06,1125329.77,0,62.93,2.792,132.6141935,8.445,2010,8,31,6,4,1005324.28,971615.62,1028151.72,1001697.206666667,28442.035731071082,0,0,0,0
3602,26,2010-08-13,1011938.29,0,61.58,2.81,132.63,8.445,2010,8,32,13,4,1125329.77,1005324.28,971615.62,1034089.8900000002,80793.59638337663,0,0,0,0
3603,26,2010-08-20,1007385.36,0,62.68,2.796,132.6616129,8.445,2010,8,33,20,4,1011938.29,1125329.77,1005324.28,1047530.7800000003,67457.01161358296,0,0,0,0
3604,26,2010-08-27,977322.52,0,57.23,2.77,132.6932258,8.445,2010,8,34,27,4,1007385.36,1011938.29,1125329.77,1048217.8066666671,66819.7086175717,0,0,0,0
3605,26,2010-09-03,1037549.71,0,66.93,2.735,132.7248387,8.445,2010,9,35,3,4,977322.52,1007385.36,1011938.29,998882.0566666671,18809.372899122947,0,0,0,0
3606,26,2010-09-10,1042226.3,1,54.82,2.717,132.7564516,8.445,2010,9,36,10,4,1037549.71,977322.52,1007385.36,1007419.1966666671,30113.609257524655,0,0,0,0
3607,26,2010-09-17,923473.7,0,50.08,2.716,132.7670667,8.445,2010,9,37,17,4,1042226.3,1037549.71,977322.52,1019032.8433333337,36197.80280536408,0,0,0,0
3608,26,2010-09-24,868636.3,0,52.47,2.718,132.7619333,8.445,2010,9,38,24,4,923473.7,1042226.3,1037549.71,1001083.2366666672,67252.49259112273,0,0,0,0
3609,26,2010-10-01,923221.52,0,57.8,2.717,132.7568,8.149,2010,10,39,1,4,868636.3,923473.7,1042226.3,944778.7666666671,88734.44328024797,0,0,0,0
3610,26,2010-10-08,1001069.52,0,46.81,2.776,132.7516667,8.149,2010,10,40,8,4,923221.52,868636.3,923473.7,905110.506666667,31587.84121561976,0,0,0,0
3611,26,2010-10-15,937956.89,0,39.93,2.878,132.7633548,8.149,2010,10,41,15,4,1001069.52,923221.52,868636.3,930975.7800000004,66556.26079494937,0,0,0,0
3612,26,2010-10-22,916522.66,0,36.13,2.919,132.8170968,8.149,2010,10,42,22,4,937956.89,1001069.52,923221.52,954082.6433333337,41353.44866426074,0,0,0,0
3613,26,2010-10-29,895069.88,0,40.3,2.938,132.8708387,8.149,2010,10,43,29,4,916522.66,937956.89,1001069.52,951849.6900000004,43952.250259195614,0,0,0,0
3614,26,2010-11-05,970224.51,0,30.51,2.938,132.9245806,8.149,2010,11,44,5,4,895069.88,916522.66,937956.89,916516.476666667,21443.505668687932,0,0,0,0
3615,26,2010-11-12,971193.01,0,37.51,2.961,132.9783226,8.149,2010,11,45,12,4,970224.51,895069.88,916522.66,927272.3500000004,38713.32430745112,0,0,0,0
3616,26,2010-11-19,901972.7,0,36.73,3.03,132.9172,8.149,2010,11,46,19,4,971193.01,970224.51,895069.88,945495.8000000004,43672.8125262101,0,0,0,0
3617,26,2010-11-26,1286833.62,1,28.11,3.07,132.8369333,8.149,2010,11,47,26,4,901972.7,971193.01,970224.51,947796.7400000003,39687.73714267224,0,0,0,0
3618,26,2010-12-03,1016143.64,0,27.73,3.065,132.7566667,8.149,2010,12,48,3,4,1286833.62,901972.7,971193.01,1053333.1100000003,205157.81475931895,0,0,0,0
3619,26,2010-12-10,1149612.04,0,16.6,3.132,132.6764,8.149,2010,12,49,10,4,1016143.64,1286833.62,901972.7,1068316.6533333338,197663.8546270444,0,0,0,0
3620,26,2010-12-17,1196813.33,0,20.61,3.139,132.6804516,8.149,2010,12,50,17,4,1149612.04,1016143.64,1286833.62,1150863.1000000003,135349.32649053214,0,0,0,0
3621,26,2010-12-24,1573982.47,0,21.81,3.15,132.7477419,8.149,2010,12,51,24,4,1196813.33,1149612.04,1016143.64,1120856.3366666671,93704.60008355262,0,0,0,0
3622,26,2010-12-31,877268.29,1,18.73,3.177,132.8150323,8.149,2010,12,52,31,4,1573982.47,1196813.33,1149612.04,1306802.6133333335,232585.03240906543,0,0,0,0
3623,26,2011-01-07,938149.21,0,21.13,3.193,132.8823226,7.907,2011,1,1,7,4,877268.29,1573982.47,1196813.33,1216021.3633333335,348754.0301726496,0,0,0,0
3624,26,2011-01-14,812323.29,0,16.7,3.215,132.9510645,7.907,2011,1,2,14,4,938149.21,877268.29,1573982.47,1129799.9900000002,385875.8586115782,0,0,0,0
3625,26,2011-01-21,809833.21,0,12.98,3.232,133.0285161,7.907,2011,1,3,21,4,812323.29,938149.21,877268.29,875913.596666667,62923.89793620322,0,0,0,0
3626,26,2011-01-28,817485.14,0,5.54,3.243,133.1059677,7.907,2011,1,4,28,4,809833.21,812323.29,938149.21,853435.2366666669,73375.01674988697,0,0,0,0
3627,26,2011-02-04,911807.02,0,11.17,3.24,133.1834194,7.907,2011,2,5,4,4,817485.14,809833.21,812323.29,813213.8800000004,3902.93109050215,0,0,0,0
3628,26,2011-02-11,1010711.08,1,15.12,3.255,133.260871,7.907,2011,2,6,11,4,911807.02,817485.14,809833.21,846375.1233333336,56794.69899764804,1,0,0,0
3629,26,2011-02-18,981978.02,0,19.63,3.263,133.3701429,7.907,2011,2,7,18,4,1010711.08,911807.02,817485.14,913334.4133333337,96622.0247667152,0,0,0,0
3630,26,2011-02-25,910298.44,0,16.3,3.281,133.4921429,7.907,2011,2,8,25,4,981978.02,1010711.08,911807.02,968165.3733333336,50878.23873795334,0,0,0,0
3631,26,2011-03-04,945643.17,0,14.31,3.437,133.6141429,7.907,2011,3,9,4,4,910298.44,981978.02,1010711.08,967662.5133333337,51714.358415111245,0,0,0,0
3632,26,2011-03-11,946614.55,0,28.13,3.6,133.7361429,7.907,2011,3,10,11,4,945643.17,910298.44,981978.02,945973.2100000003,35840.929704004746,0,0,0,0
3633,26,2011-03-18,887426.12,0,31.76,3.634,133.8492258,7.907,2011,3,11,18,4,946614.55,945643.17,910298.44,934185.3866666671,20692.403450797796,0,0,0,0
3634,26,2011-03-25,866566.54,0,22.99,3.624,133.9587419,7.907,2011,3,12,25,4,887426.12,946614.55,945643.17,926561.2800000003,33895.52265340972,0,0,0,0
3635,26,2011-04-01,849231.61,0,22.99,3.638,134.0682581,7.818,2011,4,13,1,4,866566.54,887426.12,946614.55,900202.4033333337,41525.24579220797,0,0,0,0
3636,26,2011-04-08,985229.81,0,29.09,3.72,134.1777742,7.818,2011,4,14,8,4,849231.61,866566.54,887426.12,867741.4233333337,19124.340816717115,0,0,0,0
3637,26,2011-04-15,863266.12,0,39.46,3.823,134.2784667,7.818,2011,4,15,15,4,985229.81,849231.61,866566.54,900342.6533333337,74023.62443668026,0,0,0,0
3638,26,2011-04-22,921700.61,0,33.81,3.919,134.3571,7.818,2011,4,16,22,4,863266.12,985229.81,849231.61,899242.5133333337,74797.0805497722,0,0,0,0
3639,26,2011-04-29,873450.29,0,47.17,3.988,134.4357333,7.818,2011,4,17,29,4,921700.61,863266.12,985229.81,923398.846666667,60999.577256228695,0,0,0,0
3640,26,2011-05-06,1024778.23,0,45.0,4.078,134.5143667,7.818,2011,5,18,6,4,873450.29,921700.61,863266.12,886139.006666667,31215.381679207025,0,0,0,0
3641,26,2011-05-13,941008.85,0,48.2,4.095,134.593,7.818,2011,5,19,13,4,1024778.23,873450.29,921700.61,939976.3766666669,77301.611183752,0,0,0,0
3642,26,2011-05-20,938334.62,0,48.86,4.101,134.6803871,7.818,2011,5,20,20,4,941008.85,1024778.23,873450.29,946412.456666667,75808.54555997657,0,0,0,0
3643,26,2011-05-27,996723.58,0,56.74,4.034,134.7677742,7.818,2011,5,21,27,4,938334.62,941008.85,1024778.23,968040.566666667,49154.447478533424,0,0,0,0
3644,26,2011-06-03,1054454.4,0,60.49,3.973,134.8551613,7.818,2011,6,22,3,4,996723.58,938334.62,941008.85,958689.016666667,32966.02618595531,0,0,0,0
3645,26,2011-06-10,1094058.68,0,59.85,3.924,134.9425484,7.818,2011,6,23,10,4,1054454.4,996723.58,938334.62,996504.2000000002,58060.20084792569,0,0,0,0
3646,26,2011-06-17,981646.46,0,54.5,3.873,135.0837333,7.818,2011,6,24,17,4,1094058.68,1054454.4,996723.58,1048412.2200000002,48948.0477380539,0,0,0,0
3647,26,2011-06-24,997474.93,0,56.94,3.851,135.2652667,7.818,2011,6,25,24,4,981646.46,1094058.68,1054454.4,1043386.5133333337,57017.54456114223,0,0,0,0
3648,26,2011-07-01,1070119.09,0,59.89,3.815,135.4468,7.767,2011,7,26,1,4,997474.93,981646.46,1094058.68,1024393.3566666669,60848.813234023975,0,0,0,0
3649,26,2011-07-08,1133807.03,0,63.34,3.784,135.6283333,7.767,2011,7,27,8,4,1070119.09,997474.93,981646.46,1016413.4933333338,47178.951351507436,0,0,0,0
3650,26,2011-07-15,1021534.7,0,64.43,3.827,135.7837419,7.767,2011,7,28,15,4,1133807.03,1070119.09,997474.93,1067133.6833333338,68215.06330955168,0,0,0,0
3651,26,2011-07-22,1017867.8,0,69.52,3.882,135.8738387,7.767,2011,7,29,22,4,1021534.7,1133807.03,1070119.09,1075153.6066666672,56305.22879322028,0,0,0,0
3652,26,2011-07-29,1005360.5,0,63.32,3.898,135.9639355,7.767,2011,7,30,29,4,1017867.8,1021534.7,1133807.03,1057736.5100000005,65904.51083731001,0,0,0,0
3653,26,2011-08-05,1107552.43,0,63.16,3.903,136.0540323,7.767,2011,8,31,5,4,1005360.5,1017867.8,1021534.7,1014921.0000000003,8480.20690140916,0,0,0,0
3654,26,2011-08-12,1087644.5,0,62.99,3.88,136.144129,7.767,2011,8,32,12,4,1107552.43,1005360.5,1017867.8,1043593.5766666671,55741.899215121244,0,0,0,0
3655,26,2011-08-19,1021766.75,0,60.58,3.82,136.183129,7.767,2011,8,33,19,4,1087644.5,1107552.43,1005360.5,1066852.4766666673,54175.90622224279,0,0,0,0
3656,26,2011-08-26,1064617.62,0,61.1,3.796,136.2136129,7.767,2011,8,34,26,4,1021766.75,1087644.5,1107552.43,1072321.2266666673,44898.75001045273,0,0,0,0
3657,26,2011-09-02,1040143.14,0,59.67,3.784,136.2440968,7.767,2011,9,35,2,4,1064617.62,1021766.75,1087644.5,1058009.6233333338,33432.30026823519,0,0,0,0
3658,26,2011-09-09,1069710.97,1,60.98,3.809,136.2745806,7.767,2011,9,36,9,4,1040143.14,1064617.62,1021766.75,1042175.836666667,21497.631421702707,0,0,0,0
3659,26,2011-09-16,951569.84,0,55.19,3.809,136.3145,7.767,2011,9,37,16,4,1069710.97,1040143.14,1064617.62,1058157.2433333339,15807.165866575588,0,0,0,0
3660,26,2011-09-23,923644.6,0,50.72,3.758,136.367,7.767,2011,9,38,23,4,951569.84,1069710.97,1040143.14,1020474.6500000004,61477.38424477672,0,0,0,0
3661,26,2011-09-30,959339.51,0,59.42,3.684,136.4195,7.767,2011,9,39,30,4,923644.6,951569.84,1069710.97,981641.8033333337,77537.65759478873,0,0,0,0
3662,26,2011-10-07,1130022.99,0,46.84,3.633,136.472,7.598,2011,10,40,7,4,959339.51,923644.6,951569.84,944851.316666667,18771.93561715736,0,0,0,0
3663,26,2011-10-14,987886.08,0,53.91,3.583,136.5150968,7.598,2011,10,41,14,4,1130022.99,959339.51,923644.6,1004335.7000000005,110301.87124720987,0,0,0,0
3664,26,2011-10-21,974907.28,0,45.23,3.618,136.5017742,7.598,2011,10,42,21,4,987886.08,1130022.99,959339.51,1025749.5266666672,91424.52095219163,0,0,0,0
3665,26,2011-10-28,972256.98,0,35.06,3.604,136.4884516,7.598,2011,10,43,28,4,974907.28,987886.08,1130022.99,1030938.7833333337,86054.47298329361,0,0,0,0
3666,26,2011-11-04,988950.75,0,31.7,3.586,136.475129,7.598,2011,11,44,4,4,972256.98,974907.28,987886.08,978350.1133333337,8364.031188658475,0,0,0,0
3667,26,2011-11-11,1077640.13,0,40.08,3.57,136.4618065,7.598,2011,11,45,11,4,988950.75,972256.98,974907.28,978705.0033333338,8971.483494503254,0,0,0,0
3668,26,2011-11-18,946091.79,0,37.78,3.571,136.4666667,7.598,2011,11,46,18,4,1077640.13,988950.75,972256.98,1012949.2866666671,56642.293364476216,0,0,0,0
3669,26,2011-11-25,1282320.05,1,31.07,3.536,136.4788,7.598,2011,11,47,25,4,946091.79,1077640.13,988950.75,1004227.5566666671,67091.55726049197,0,0,0,0
3670,26,2011-12-02,1012498.49,0,36.74,3.501,136.4909333,7.598,2011,12,48,2,4,1282320.05,946091.79,1077640.13,1102017.323333334,169434.48991207115,0,0,0,0
3671,26,2011-12-09,1148987.46,0,34.24,3.47,136.5030667,7.598,2011,12,49,9,4,1012498.49,1282320.05,946091.79,1080303.4433333338,178074.40713942534,0,0,0,0
3672,26,2011-12-16,1204807.83,0,28.24,3.445,136.5335161,7.598,2011,12,50,16,4,1148987.46,1012498.49,1282320.05,1147935.3333333337,134913.85691654586,0,0,0,0
3673,26,2011-12-23,1515175.01,0,22.53,3.413,136.5883871,7.598,2011,12,51,23,4,1204807.83,1148987.46,1012498.49,1122097.926666667,98934.35103628358,0,0,0,0
3674,26,2011-12-30,972834.42,1,18.8,3.402,136.6432581,7.598,2011,12,52,30,4,1515175.01,1204807.83,1148987.46,1289656.7666666673,197288.71479089546,0,0,0,0
3675,26,2012-01-06,971557.62,0,22.94,3.439,136.698129,7.467,2012,1,1,6,4,972834.42,1515175.01,1204807.83,1230939.0866666671,272112.95599735307,0,0,0,0
3676,26,2012-01-13,836305.65,0,25.55,3.523,136.753,7.467,2012,1,2,13,4,971557.62,972834.42,1515175.01,1153189.0166666673,313489.7160700774,0,0,0,0
3677,26,2012-01-20,838751.5,0,15.22,3.542,136.8564194,7.467,2012,1,3,20,4,836305.65,971557.62,972834.42,926899.2300000004,78458.9389902451,0,0,0,0
3678,26,2012-01-27,820059.89,0,24.16,3.568,136.9598387,7.467,2012,1,4,27,4,838751.5,836305.65,971557.62,882204.9233333338,77391.36803780723,0,0,0,0
3679,26,2012-02-03,939158.25,0,25.24,3.633,137.0632581,7.467,2012,2,5,3,4,820059.89,838751.5,836305.65,831705.6800000005,10159.42242962289,0,0,0,0
3680,26,2012-02-10,1081005.64,1,23.89,3.655,137.1666774,7.467,2012,2,6,10,4,939158.25,820059.89,838751.5,865989.8800000005,64051.16585546878,1,0,0,0
3681,26,2012-02-17,965788.76,0,23.9,3.703,137.2583103,7.467,2012,2,7,17,4,1081005.64,939158.25,820059.89,946741.2600000004,130638.04055964317,0,0,0,0
3682,26,2012-02-24,917924.47,0,28.06,3.751,137.3411034,7.467,2012,2,8,24,4,965788.76,1081005.64,939158.25,995317.5500000004,75393.18663912745,0,0,0,0
3683,26,2012-03-02,955641.74,0,22.49,3.827,137.4238966,7.467,2012,3,9,2,4,917924.47,965788.76,1081005.64,988239.6233333336,83826.59452973501,0,0,0,0
3684,26,2012-03-09,1028569.01,0,29.03,3.876,137.5066897,7.467,2012,3,10,9,4,955641.74,917924.47,965788.76,946451.6566666672,25220.84035194988,0,0,0,0
3685,26,2012-03-16,919503.4,0,35.06,3.867,137.5843871,7.467,2012,3,11,16,4,1028569.01,955641.74,917924.47,967378.4066666672,56248.24945087694,0,0,0,0
3686,26,2012-03-23,874790.68,0,49.97,3.889,137.6552903,7.467,2012,3,12,23,4,919503.4,1028569.01,955641.74,967904.7166666671,55557.288169197614,0,0,0,0
3687,26,2012-03-30,922018.43,0,33.33,3.921,137.7261935,7.467,2012,3,13,30,4,874790.68,919503.4,1028569.01,940954.3633333339,79101.5269469918,0,0,0,0
3688,26,2012-04-06,1116829.23,0,33.35,3.957,137.7970968,7.489,2012,4,14,6,4,922018.43,874790.68,919503.4,905437.5033333339,26570.701520600982,0,0,0,0
3689,26,2012-04-13,889670.29,0,36.9,4.025,137.868,7.489,2012,4,15,13,4,1116829.23,922018.43,874790.68,971212.7800000006,128299.36857003324,0,0,0,0
3690,26,2012-04-20,923600.02,0,50.81,4.046,137.9230667,7.489,2012,4,16,20,4,889670.29,1116829.23,922018.43,976172.6500000005,122881.26652724094,0,0,0,0
3691,26,2012-04-27,911969.0,0,43.6,4.023,137.9781333,7.489,2012,4,17,27,4,923600.02,889670.29,1116829.23,976699.8466666671,122535.66705047575,0,0,0,0
3692,26,2012-05-04,946573.29,0,40.29,3.991,138.0332,7.489,2012,5,18,4,4,911969.0,923600.02,889670.29,908413.1033333339,17242.09805387405,0,0,0,0
3693,26,2012-05-11,1062548.73,0,47.11,3.947,138.0882667,7.489,2012,5,19,11,4,946573.29,911969.0,923600.02,927380.7700000005,17609.22413184757,0,0,0,0
3694,26,2012-05-18,978082.84,0,52.55,3.899,138.1065806,7.489,2012,5,20,18,4,1062548.73,946573.29,911969.0,973697.0066666672,78869.10533333136,0,0,0,0
3695,26,2012-05-25,1067310.74,0,58.2,3.85,138.1101935,7.489,2012,5,21,25,4,978082.84,1062548.73,946573.29,995734.9533333337,59968.937789902644,0,0,0,0
3696,26,2012-06-01,1015853.03,0,58.51,3.798,138.1138065,7.489,2012,6,22,1,4,1067310.74,978082.84,1062548.73,1035980.7700000005,50197.57871176625,0,0,0,0
3697,26,2012-06-08,1106176.83,0,49.43,3.746,138.1174194,7.489,2012,6,23,8,4,1015853.03,1067310.74,978082.84,1020415.5366666671,44788.57984928364,0,0,0,0
3698,26,2012-06-15,1029248.22,0,57.84,3.683,138.1295333,7.489,2012,6,24,15,4,1106176.83,1015853.03,1067310.74,1063113.533333334,45307.94212344768,0,0,0,0
3699,26,2012-06-22,1056282.91,0,63.04,3.629,138.1629,7.489,2012,6,25,22,4,1029248.22,1106176.83,1015853.03,1050426.026666667,48743.941500641646,0,0,0,0
3700,26,2012-06-29,1051190.44,0,60.71,3.577,138.1962667,7.489,2012,6,26,29,4,1056282.91,1029248.22,1106176.83,1063902.653333334,39026.24918541452,0,0,0,0
3701,26,2012-07-06,1180470.8,0,64.94,3.538,138.2296333,7.405,2012,7,27,6,4,1051190.44,1056282.91,1029248.22,1045573.856666667,14365.866562943025,0,0,0,0
3702,26,2012-07-13,1063149.78,0,64.47,3.561,138.263,7.405,2012,7,28,13,4,1180470.8,1051190.44,1056282.91,1095981.3833333338,73214.270871049,0,0,0,0
3703,26,2012-07-20,1049625.9,0,66.75,3.61,138.2331935,7.405,2012,7,29,20,4,1063149.78,1180470.8,1051190.44,1098270.3400000005,71438.38724009974,0,0,0,0
3704,26,2012-07-27,1031745.14,0,64.12,3.701,138.2033871,7.405,2012,7,30,27,4,1049625.9,1063149.78,1180470.8,1097748.8266666671,71957.74792670342,0,0,0,0
